DATE,TEAM,NAME,POS,CASE,CATEGORY,DESCRIPTION,OUTCOME,Found
5/5/2001,Chicago,John Capel,WR,Arrested,Drugs,"Pulled over in Gainesville, Fla., accused of misdemeanor possession less than 20 grams of marijuana.",Diversion program. Team waived rights to him in July.,1
5/4/2001,Baltimore,Leon Searcy,OT,Arrested,Domestic violence,"Accused of kicking his wife in the leg during an argument in Lake County, Fla.","Diversion program, anger management.",1
4/4/2001,Philadelphia,Thomas Hamner,RB,Charged,Animal abuse,"Accused of beating his pit pull in Voorhees, N.J., the second time since November 2000.","Pleaded guilty, put the dog up for adoption, fined $1,000.",1
3/7/2001,New England,Adrian Klemm,OT,Charged,Assault,Accused of property destruction and punching the windshield of another motorist in a road-rage incident. He didn't like how the other motorist was driving.,"Convicted, ordered to pay $455 in restitution, 50 hours of community service, one-year probation.",1
3/3/2001,Miami,Jermaine Haley,DT,Arrested,DUI,"Accused of drunk driving in Miami Beach, bottle of vodka found in his SUV. Blood-alcohol measured at .22 in in North Attleborough, Mass.","Pleaded no contest, 50 hours of community service, $500 fine, six months of probation.",1
3/2/2001,Denver,Dwayne Carswell,TE,Arrested,Domestic violence,"Accused of pulling a woman's hair and bruising her arm's in altercation in Pueblo, Colo.","Diversion program, community service.",1
2/14/2001,San Diego,Leonardo Carson,DT,Charged,Assault,Accused of third-degree assault and criminal mischief in Alabama.,Charge dropped.,1
2/8/2001,Cincinnati,Akili Smith,QB,Arrested,DUI,"Pulled over for driving the wrong way down a one-way street in San Diego, accused of drunk driving.",Acquitted.,1
1/9/2001,Cincinnati,Tremain Mack,S,Jailed,Probation violation,"In Hamilton County, Ohio, sentenced to a month in jail for probation violation stemming from previous drunk-driving conviction. A TV station filmed him driving, which violated probation.","Guilty, one month in jail.",1
11/12/2000,Philadelphia,Thomas Hamner,RB,Charged,Animal abuse,"Investigated for animal cruelty involving his pit bull in Voorhees, N.J.","Pleaded guilty, $300 fine.",1
10/28/2000,Denver,Brian Griese,QB,Arrested,DUI,"Pulled over for speeding near Denver, accused of drunk driving, failing sobriety tests.","Pleaded guilty, one year of probation.",1
9/21/2000,Dallas,Joey Galloway,WR,Charged,Assault,"Accused of assaulting a police officer at a hotel party in Wheeling, W. Va., in May 2000.",Charge dropped.,1
9/20/2000,Washington,Dana Stubblefield,DT,Arrested,Domestic violence,"AccusAccused of assaulting his wife at their home in Fairfax, Va., during an argument about luggage. Police said there were no signs of physical injury.",Charge dropped.,1
9/12/2000,Tampa Bay,Damien Robinson,S,Arrested,Theft,Police pulled him over for a traffic violation and found warrant for his arrest on charge of writing a bad $80 check to the tax collector in Tampa.,"Guilty, paid back funds.",1
9/7/2000,Jacksonville,Stacey Mack,RB,Charged,Theft,"Accused of writing a worthless check for property less than $150, according to county records. Offense date was April 18, 2000 near Jacksonville.","Pleaded no contest, $100 fine.",1
8/26/2000,Cincinnati,Corey Dillon,RB,Arrested,Domestic violence,"Accused of striking his wife in suburban Seattle, fourth-degree assault.","Diversion program, $750 donation to women''s shelter, treatment.",1
8/24/2000,Kansas City,Andre Rison,WR,Charged,Theft,"Accused of writing a bad check for $78,800 to a jewelry store near Kansas City while he was playing for the Chiefs.","Pleaded guilty, two years of probation, paid back in full.",1
8/9/2000,Denver,Bill Romanowski,LB,Indicted,Drugs,"In Douglas County, Colo., accused of illegaly obtaining prescription diet pills to boost his performance on the field.",Acquitted by jury.,1
8/7/2000,Kansas City,Andre Rison,WR,Cited,False information,"Accused of lying to police about his name after a bar fight in River Falls, Wisc. He told the police his name was Brock Middlebrook.","Guilty, fined $219.50. Team cut him a few days later.",1
7/28/2000,Tampa Bay,Darnell McDonald,WR,Arrested,"Burglary, battery",Accused of aggravated battery with great bodily harm and burglary stemming from incident on July 14 in Tampa.,"Pleaded out, two years probation, 150 hours of community service, anger management program, released by team.",1
7/20/2000,Cincinnati,Darnay Scott,WR,Arrested,Theft,"Accused of writing a back check for more than $5,100 to a motorcycle shop in Florence, Ky.","Charge dropped, but he spent a night in jail and had to pay back the money.",1
7/18/2000,Miami,Patrick Surtain,CB,Arrested,DUI,"Pulled over in Miami for speeding, accused of drunk driving, refusing breath test.","Pleaded no contest to reckless driving, 50 hours of community service, $25,000 donation to MADD.",1
7/7/2000,San Diego,Leonardo Carson,DT,Charged,Assault,"Accused of third-degree assault, one of string of incidents for him in his hometown of Mobile, Ala.",Charge dropped.,1
6/21/2000,Oakland,Sebastian Janikowski,K,Arrested,Drugs,"Accused of possession of a controlled substance, the designer drug GHB, after police approached his car and found a suspicious substance in Tallahassee, Fla.",Acquitted by jury.,1
6/11/2000,Chicago,Bryan Robinson,DE,Charged,Battery,Accused of spitting on a woman's face at a bar in Chicago.,Resolution undetermined.,1
5/24/2000,Oakland,Charles Woodson,CB,Arrested,DUI,"Accused of drunk driving and driving with a suspended license in Ann Arbor, Mich. Blood-alcohol measured at .24.","Pleaded guilty to driving while impaired, 60 hours of community service.",1
5/20/2000,Baltimore,Chris McAlister,CB,Charged,Drugs,Accused of marijuana possession after authorities found small amounts in his house while investigating a burglary in Baltimore County.,Charge dropped for lack of evidence.,1
5/19/2000,Green Bay,Marco Rivera,OG,Arrested,DUI,"Pulled over for speeding at 95 mph in Brown County, Wisc., accused of drunk driving. Blood-alcohol measured at .19.","Pleaded no contest, $455 speeding ticket, $675 DUI fine.",1
5/13/2000,Washington,Mike Sellers,FB,Arrested,DUI,"Pulled over in Arlington, Va., after police said his Mercedes was weaving, accused of drunk driving.","Convicted of DUI, 18-month suspended jail sentence, one-year license suspension.",1
4/17/2000,Dallas,Tony Hutson,OT,Arrested,"Failure to appear, gun","Pulled over for speeding in Hurst, Texas, accused of failing to appear in court for previous incident. Police also found a pistol in his car.",Resolution undetermined.,1
4/10/2000,Green Bay,Mark Chmura,TE,Arrested,Sexual assault,"In Waukesha, Wisc., accused of encouraging teenagers to drink, sexually assaulting 17-year-old girl in the bathroom at a prom party in Wisconsin.",Acquitted by jury.,1
4/6/2000,Cincinnati,Steve Foley,LB,Arrested,Gun,"Accused of firing gun into the air several times outside nightclub in Monroe, La. Pulled over and arrested, Foley yelled he was being illegal searched.",Charge dropped for lack of evidence.,1
4/1/2000,Green Bay,De'Mond Parker,RB,Arrested,Drugs,Accused of marijuana possession near Chicago after police investigated loud music coming from his parked car.,Diversion program. Charge dropped in exchange for drug program.,1
3/23/2000,Dallas,Solomon Page,OT,Arrested,Disorderly conduct,"Accused of throwing punches and obstructing police in brawl in Morgantown, W.Va. Handcuffed and pepper-sprayed about 3 a.m.","Pleaded no contest to reduced charged, $200 fine.",1
3/14/2000,Arizona,Mario Bates,RB,Arrested,Domestic violence,"Accused of slapping his girlfriend in the face in Scottsdale, Ariz.","Pleaded guilty, $364 fine, two years of probation.",1
2/22/2000,Kansas City,Tamarick Vanover,WR,Charged,Theft,"Accused of assisting in the sale of a stolen vehicle, arranging to have it moved from Kansas City to Florida in exchange for $10,000.","Pleaded guilty, $10,000 fine, $6,241 to the insurance company, two months each in jail and home detention.",1
2/19/2000,Tennessee,Benji Olson,OG,Arrested,DUI,"Pulled over at a shopping center in Hopkinsville, Ky., accused of drunk driving. Blood-alcohol measured at .09.","Pleaded to a reduced charge of failing to operate vehicle carefully. Fined $100, plus costs.",1
2/16/2000,Kansas City,Andre Rison,WR,Arrested,Theft,"Accused of renting but not returning a $1,100 audio recorder from Guitar World in Overland Park, Kan.","Pleaded no contest, sentenced to one year of probation.",1
2/6/2000,New York Jets,Wayne Chrebet,WR,Arrested,Disorderly conduct,"Accused of disorderly conduct in altercation outside the Bamboo Bar in Seaside Heights, N.J.","Pleaded guilty to nuisance violation, fined $230.",1
2/6/2000,Indianapolis,Keith Elias,RB,Arrested,Disorderly conduct,"Accused of resisting arrest and disorderly conduct in incident outside Bamboo Bar in Seaside Heights, N.J., along with Wayne Chrebet of the Jets.","Pleaded guilty to nuisance violation, fined $230.",1
2/5/2000,Cincinnati,Steve Foley,LB,Arrested,Domestic violence,"Accused of kicking in the door of his son's mother and grabbing her by the throat in Ouachita Parish, La.",Charge dropped after woman declined to cooperate.,1
2/3/2000,Carolina,Fred Lane,RB,Arrested,"Drugs, gun","Police pulled him over in Jackson, Tenn., for moving slowly and said they found an assault rifle in the trunk of his Mercedes and marijuana on the men n the car.",Indicted but shot and killed by his wife in July 2000.,1
1/31/2000,Baltimore,Ray Lewis,LB,Charged,Murder,Accused of murder in the stabbing deaths of two men outside a nightclub in Atlanta on the night of the Super Bowl.,"Pleaded guilty to obstruction of justice, one year of probation, fined $250,000 by NFL. Crime unsolved.",1
1/24/2000,Denver,Rod Smith,WR,Arrested,Domestic violence,"Accused of choking, beating and shoving his common-law wife at home near Denver.","Pleaded guilty to misdemeanor count of verbal abuse, two years probation, counseling.",1
